Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
5607,28,2509,262,407,55
5242,31,5852,928,487,92
4307,30,386,34,3289,223
5629,25,1373,146,3433,442
3463,44,888,147,10577,1721
4238,31,4253,650,4429,695
1766,24,3399,230,567,105
5973,33,7210,1010,858,119
3746,29,3962,443,1130,243
3069,39,3217,365,5040,619
1784,29,1078,146,5411,873
4153,33,1525,233,345,52
2854,26,6037,590,2468,219
1164,29,2784,373,740,148
606,33,1609,212,1241,171
5669,31,1003,138,10376,1579
2962,29,9164,1433,588,89
3293,35,1270,135,4412,553
1046,42,483,62,3064,431
4872,40,4702,655,9754,1526
1644,32,1264,147,8317,967
2748,35,5888,905,2939,394
70,32,2872,239,1283,184
4947,37,2465,284,428,72
1311,36,6302,983,999,162
1611,17,791,39,11503,1170
649,14,820,113,3327,627
974,27,1392,195,3492,482
744,26,5379,664,869,137
5293,29,3683,345,4625,405
3865,30,5839,852,2623,475
33,26,1500,225,4838,775
3487,25,539,45,5014,472
4304,23,542,50,1752,241
1125,33,5339,712,2590,391
5653,29,1807,178,1472,183
3722,37,6221,681,1368,198
2966,29,788,86,4471,532
1138,26,413,44,539,83
4843,24,523,61,2648,303
2139,35,5863,804,1323,224
1739,32,553,56,4235,642
174,36,1929,358,1369,279
6016,31,4148,383,1011,135
5798,28,5015,688,6210,738
4150,26,2210,224,2199,235
6068,18,1075,114,6476,786
4202,18,831,84,6416,775
1228,37,989,99,8479,1234
5878,35,2269,313,2195,345
38,27,2206,262,3826,613
5322,19,6523,594,3093,384
27,32,1016,106,4309,525
5786,25,2199,290,227,39
3792,30,380,60,159,28
5800,16,2790,256,1726,245
3041,32,1326,106,11494,1317
5560,23,7415,948,2568,390
4018,24,3173,275,6674,847
3846,39,2864,330,323,56
2693,29,2355,274,1537,245
5688,23,2204,236,3867,358
4287,36,3616,352,4385,386
5962,16,534,66,2102,394
3920,35,1639,215,1275,208
4939,28,5617,838,544,126
1885,29,436,36,187,31
4148,27,707,90,3649,527
1563,29,2877,394,2373,258
5310,27,677,67,8293,1123
4133,30,3888,479,3501,446
4901,22,4510,514,6712,867
2895,20,3963,383,3480,446
4154,23,2940,318,1306,179
1227,31,5684,841,978,166
1702,27,2019,158,2891,384
230,25,911,152,1055,197
5508,24,613,45,2567,232
2939,29,6254,544,633,81
2927,37,1354,193,353,53
2330,36,1237,132,4585,573
5504,24,5133,561,2204,340
4228,27,1501,167,7533,948
5179,29,5045,692,624,82
3285,30,1560,210,11301,1731
4976,25,3329,539,2909,578
1676,34,1380,168,805,93
3318,28,5412,776,3082,480
1762,26,10541,2609,486,114
4028,38,5132,611,7990,1402
1771,37,4740,695,4666,808
1389,24,1321,134,5164,584
697,38,4202,513,1309,160
3800,32,2619,410,3288,527
1707,30,504,55,3790,508
3987,40,1765,258,8806,1254
1646,33,6237,602,1160,169
1893,27,3323,417,1830,236
2328,33,1656,222,3877,527
5546,23,1535,243,3225,490
5052,19,1433,176,5473,756
4259,30,4359,761,5580,1097
1319,20,1212,115,385,57
3103,24,1729,117,2470,250
1874,42,2830,355,3843,635
1799,35,8307,1585,4513,990
634,26,1145,134,4638,586
4073,29,3179,454,2911,558
1653,20,6695,1059,617,95
2871,34,6584,800,1240,139
737,25,278,25,128,28
2879,29,3462,470,1757,260
915,37,2535,251,3004,426
361,31,762,60,7368,711
5788,24,507,49,2295,327
3500,30,3266,338,2314,400
3730,29,4049,616,420,80
1826,20,2316,280,468,98
4149,31,1432,153,9172,1155
1655,29,3438,502,428,73
1051,24,7957,800,628,113
125,30,1855,241,7256,1025
5537,24,2548,276,1974,198
5074,30,1538,201,283,57
3934,29,1354,201,7045,1045
1617,29,689,60,5616,712
5877,35,2291,322,4068,548
4823,31,2702,324,3933,619
6020,32,297,36,259,36
5127,24,761,91,5052,699
4334,27,1849,212,7897,934
1757,26,3468,345,4899,584
4261,25,4731,782,2620,414
2354,28,2417,348,2081,339
3283,36,3692,562,2715,449
1959,18,848,131,2151,383
2741,28,1517,142,2184,173
178,37,4230,611,3342,469
3363,28,2498,336,602,91
1647,25,487,57,6155,752
3677,30,1367,153,783,112
1808,30,1230,145,1709,353
2597,24,291,35,143,28
1002,30,5533,787,621,96
2373,32,6056,958,759,117
718,29,2587,297,684,118
3752,24,5660,808,671,156
1679,27,3245,574,19877,3899
1640,38,707,67,6397,776
931,24,399,39,507,64
1671,23,3016,433,5022,564
3305,19,2216,225,2615,332
437,33,3917,582,5880,1196
4158,30,2109,285,6420,849
1321,25,4980,744,902,153
2485,26,2770,275,1287,164
5097,25,795,84,546,78
2162,37,2705,364,2330,383
4077,24,2370,250,8538,937
2022,29,1342,175,2489,432
1984,34,1298,143,4946,514
884,37,8413,1038,1741,252
1040,35,529,68,1983,440
154,39,854,97,5366,733
1645,29,3212,483,665,137
960,28,782,78,8141,1095
973,35,2114,336,415,79
2692,27,4578,553,900,177
942,36,675,71,8751,906
1869,28,991,84,5701,701
74,32,2638,295,2512,318
662,27,342,33,188,37
5660,24,2951,389,4619,658
5750,20,1056,124,919,149
6137,34,1074,137,4925,630
3398,33,2171,259,2029,340
2941,32,2452,219,516,77
2261,35,4277,505,3442,508
5599,27,3544,440,3075,447
3381,82,825,356,715,387
1225,32,454,47,2307,286
4000,37,2576,307,4615,592
2798,30,513,70,2856,444
1693,26,5862,607,347,57
109,41,1790,238,2443,326
5214,20,514,50,5004,1036
5591,32,4699,513,482,67
4207,39,618,91,4064,740
5806,30,1852,252,383,70
2915,35,495,44,2562,330
3092,38,2042,270,5226,729
2136,18,1475,240,2750,446
5655,20,4611,578,3555,377
30,33,5278,785,1038,164
4985,63,2595,1150,2324,1111
5159,23,1697,222,290,39
5297,30,1093,82,247,38
5236,22,5048,593,5197,820
4239,24,1855,209,1114,162
5933,40,5918,790,5219,807
3399,29,2901,337,4834,637
5170,24,1679,240,4370,627
5067,31,6842,1066,761,143
3520,31,1334,177,935,131
1743,25,516,61,2925,470
5177,29,2728,335,3952,611
3002,28,1460,174,1368,219
6034,26,1399,169,6635,658
3780,25,620,55,3536,439
5021,30,2371,241,8829,1226
1967,15,2692,513,4303,866
3826,27,3576,307,3806,505
2728,31,3330,417,1744,229
6070,30,7878,1003,602,90
4276,22,5185,460,516,93
4870,27,1140,151,9904,1365
1651,27,577,53,2299,256
3740,28,5307,945,5242,871
1320,27,2062,258,748,120
2834,34,2463,296,431,80
944,23,1362,144,11718,1493
5917,25,292,29,131,33
3370,27,2679,311,3874,539
4931,32,2370,216,1824,230
2420,25,1965,240,1529,226
5475,21,9143,1433,630,104
3860,34,2402,216,3467,349
5888,29,4988,374,1011,125
3132,31,786,81,8370,1163
4118,19,1290,105,1604,207
1842,33,15703,3158,909,151
3523,31,4725,669,5318,808
1600,39,4962,751,4062,646
2932,21,3135,341,2434,216
1335,26,687,69,4411,411
2401,33,1538,213,1414,241
4950,26,3452,283,2060,275
3633,31,7780,804,1834,224
1850,26,5636,661,1366,336
1994,24,11090,1759,542,119
977,20,1059,154,8327,1272
2717,25,2148,285,278,56
542,35,2854,429,246,37
5384,26,7129,838,1226,161
5880,20,5953,494,5591,737
4010,24,580,66,5195,557
3031,30,627,67,2470,357
3380,63,3012,1845,482,242
2168,30,1374,203,828,137
5885,28,1392,161,6384,758
5700,17,1837,246,2590,514
4075,31,665,70,5626,730
6126,32,890,91,3700,410
5184,19,1586,144,2222,303
6110,40,3002,446,390,75
2985,38,366,42,198,46
5381,30,910,108,10973,1364
4107,29,7199,1209,871,130
5572,36,1116,138,8988,1342
2960,34,7186,802,633,83
4850,32,381,38,1357,195
2363,24,2220,245,5433,760
5988,28,8803,1447,1038,205
3963,24,1301,170,6747,1022
5769,12,487,30,2303,363
4049,32,1086,162,4097,800
3191,30,547,46,4005,559
1968,35,419,68,206,49
3893,28,469,46,3111,420
1884,36,4246,438,3259,491
5180,30,5058,675,5267,693
5884,34,3366,415,325,63
3324,29,4740,621,675,111
6123,33,5245,559,1176,146
5879,23,13520,2501,1213,221
6140,23,2527,303,6278,757
3072,23,3685,435,5106,586
5955,25,299,28,149,32
3051,24,2400,273,770,102
3962,35,8060,898,382,67
5378,21,1308,109,4383,360
5708,25,2064,314,2742,502
6080,26,7618,908,761,121
3433,19,376,57,199,43
5672,29,776,94,7462,1040
3091,33,672,88,2717,348
5534,26,418,35,1195,169
3150,33,5465,819,761,105
5633,19,3367,376,3130,401
4173,19,1506,196,604,103
4046,22,4234,473,2146,287
1344,28,1166,143,7930,927
3913,32,3567,432,3607,464
5321,28,285,29,145,31
5091,31,598,51,5477,804
3842,25,2677,364,1697,247
2403,28,3453,321,456,63
4161,33,285,34,141,32
2187,36,3733,464,3249,378
5567,29,3905,414,5014,564
3171,33,2920,474,3566,523
5670,24,3150,335,4326,554
3141,31,3133,518,1477,299
5476,30,4673,554,600,88
4067,27,9401,1887,762,152
2202,27,3885,479,4824,510
3694,36,2879,368,399,65
3280,29,547,58,3607,442
1899,44,1280,110,7265,857
5550,25,815,80,7590,906
4215,36,2688,599,215,40
3582,26,800,128,3525,661
2434,37,469,51,2420,387
5129,18,3416,265,3374,292
1590,27,10968,1534,410,60
2161,30,1413,164,419,64
5858,35,1145,148,11754,1761
3927,28,4271,492,559,83
4185,22,2837,315,2137,260
2461,28,2180,212,8927,1116
5366,27,2160,250,1700,198
4186,29,2866,318,9872,1574
5237,20,1230,144,4955,615
3709,34,456,59,254,37
3778,34,426,42,2107,326
1334,40,3680,506,478,74
4824,29,569,77,13204,2492
2442,31,1085,122,6246,951
3574,28,1046,94,3238,372
2114,24,2062,260,1979,315
2044,34,3338,395,853,111
989,38,909,130,7309,1186
3592,36,1757,228,2114,257
1251,26,503,66,364,72
3183,30,2991,275,3415,268
2356,31,750,85,5554,719
1795,29,3759,446,4750,760
732,30,4287,571,2429,367
1102,41,1388,177,2684,327
3055,35,1594,198,1129,184
5518,25,1853,198,4085,402
3534,31,2542,297,2326,306
4099,22,5058,565,666,91
2848,34,280,33,127,32
5874,34,1194,93,9370,894
3606,29,2559,355,6085,946
5915,33,715,82,5597,753
3450,62,856,377,536,229
4036,21,1710,138,1958,192
1689,39,5020,537,389,65
3697,30,602,62,4762,700
1861,26,5199,641,661,118
5157,24,1294,113,5024,517
4909,20,7018,745,394,67
6104,38,8912,1247,832,143
4008,31,1858,254,1574,229
3253,30,4026,510,3583,571
4205,23,665,75,6788,641
1828,36,1299,160,2718,383
2179,33,606,74,1084,157
3868,39,4958,827,365,60
1111,31,2066,453,7689,1675
4201,30,3506,524,312,56
1324,42,945,117,6148,772
1883,38,1624,238,1870,289
978,32,1098,104,5154,556
5070,28,2242,278,4160,507
1955,25,996,148,6668,1342
3155,32,1302,121,5662,673
1047,40,2436,314,2766,461
1844,21,1937,195,1714,204
753,34,4577,682,5599,721
2733,39,1589,177,1435,195
266,27,304,30,123,23
4190,26,4601,709,1405,307
2174,31,5156,674,350,53
4160,27,778,100,3753,612
2776,26,1981,318,3452,630
5073,36,4333,468,2053,287
2236,37,5767,787,8508,1087
2402,27,522,59,1278,236
805,24,2300,238,2243,261
1432,33,4180,553,997,161
656,22,2071,444,1343,341
2062,25,4192,513,550,65
5801,22,6514,776,3449,396
4005,30,3455,460,608,91
3028,36,3785,397,2908,377
1093,39,756,83,3018,424
3518,31,2149,249,1403,180
1219,27,3640,531,3563,499
2857,36,1679,253,470,79
715,23,9424,1445,1079,195
2991,37,763,85,2568,407
1256,37,2602,328,3743,582
1870,26,839,121,6472,1055
724,30,1275,163,1818,263
2081,24,540,68,3050,475
858,22,387,48,191,33
1022,37,4791,509,3379,427
5333,26,4371,406,1051,161
3857,40,2305,357,316,59
4989,49,3769,1056,2667,878
1482,30,1584,166,5243,860
4874,32,5403,643,658,106
2536,34,2206,328,4796,764
233,23,5977,760,630,133
5565,23,1189,156,2773,426
3245,35,1970,278,9619,1524
3468,29,8500,992,619,134
1112,26,312,38,9986,981
5389,24,1470,182,6541,874
3624,24,1112,136,9644,1034
5925,27,1540,127,3418,487
3810,35,1400,189,2341,319
4177,28,4079,598,930,127
1749,23,556,58,4592,628
3894,28,1683,216,8443,1042
1407,39,3907,319,1129,114
3922,25,4471,598,1826,278
2163,27,2172,248,1582,214
1787,36,1796,187,1515,196
223,35,6835,934,7045,911
4037,25,686,60,747,106
1935,38,612,66,4829,833
4026,37,2938,346,2409,358
2097,25,4381,466,1504,220
1740,29,1203,144,5899,805
50,25,2566,299,1727,194
2230,30,1470,165,4470,662
279,17,937,157,7163,1178
3588,44,821,83,4566,487
2209,18,2197,187,3708,612
2555,33,6044,763,581,88
891,24,9341,1609,1173,129
2065,30,1161,173,1671,351
813,36,894,101,5852,712
3239,37,3913,537,1395,247
1330,24,1024,143,314,56
1549,37,4671,614,7063,1056
1024,26,7349,693,8211,770
4934,30,2672,315,1707,198
2501,28,7433,1594,481,93
4115,30,2766,226,461,93
2043,26,1283,134,1418,170
2840,41,4107,734,3376,651
80,35,1991,195,566,76
2430,31,1092,134,8470,1254
898,36,452,55,828,144
2612,28,4119,610,430,67
678,25,1017,136,8045,1029
799,30,4146,577,4668,569
1990,27,5593,843,438,80
910,25,376,62,194,44
2167,34,4266,504,564,116
636,18,1693,157,1876,126
651,27,13157,2391,1384,211
403,25,5205,881,420,55
6078,30,3946,314,420,82
4248,25,2382,270,4005,504
4060,28,1133,174,1214,214
2906,30,795,92,3326,428
2943,39,574,72,1299,170
2109,31,2805,320,4908,617
2867,27,5149,770,667,96
2911,34,10759,1818,506,65
5145,34,723,72,5657,848
4176,24,2014,198,1918,212
4033,32,1292,138,4388,673
2838,23,4497,519,4157,672
5906,27,6421,755,7917,699
3909,27,784,72,2205,298
3022,25,825,88,3368,524
2215,36,17466,2816,1163,207
4885,31,1407,218,2134,368
1085,28,9671,1296,1146,175
3981,44,1280,142,8239,1024
2827,29,963,88,6472,719
2011,20,395,49,970,178
509,28,1212,195,1973,269
3050,21,424,51,1171,220
2051,31,663,85,3433,575
4066,18,3694,357,6621,747
2811,31,942,101,1589,194
1974,31,3593,655,1467,334
79,27,1414,249,173,27
1042,32,4060,512,4253,604
3237,32,2685,452,1302,206
5329,32,966,90,1806,213
5050,29,1054,95,7918,698
3099,14,4369,469,4912,317
2804,32,4640,829,593,97
6004,34,6164,837,1178,182
3039,25,5655,836,3185,554
31,31,921,97,2715,382
4092,19,958,143,6350,648
4999,23,1989,283,454,76
2038,27,7512,1037,536,88
5078,35,547,70,3987,587
1039,26,810,128,10674,1654
5894,20,844,81,10426,1267
3348,30,7548,799,6043,1047
6107,17,4233,632,2877,498
4044,38,3845,477,5674,867
5716,25,5160,579,569,87
4071,30,3314,436,2059,293
4041,25,534,62,2643,245
1558,30,928,124,5138,880
4325,19,2879,421,5602,811
2110,24,5281,460,897,104
3979,18,3023,301,3629,462
2822,29,2685,316,715,123
3279,29,3679,434,1001,150
2394,34,722,92,3769,618
1098,23,6467,736,608,170
3526,39,7776,1191,545,92
2256,33,624,73,2175,285
1983,31,5523,721,3425,450
2705,24,1883,373,6642,1410
820,25,838,109,4792,674
1697,25,7031,1574,513,114
56,23,3989,567,2122,345
4064,29,745,70,8523,997
2632,29,3907,373,3007,387
3014,37,1447,181,9894,1200
2129,23,2472,305,3317,412
5035,34,2126,192,1549,192
1240,22,567,70,3703,609
1878,32,8466,1746,597,112
285,24,491,81,463,66
1841,27,1126,157,2544,466
3027,38,7082,1273,508,94
2158,36,2458,342,2449,352
946,26,6845,899,3596,540
2989,31,3028,343,525,76
1825,26,9066,1339,676,89
1326,27,2418,291,4192,674
620,36,4046,481,3791,610
2037,34,1251,166,5816,860
607,30,2578,252,2041,273
377,26,1329,148,3324,338
4132,23,554,61,2625,289
1661,33,2344,285,2193,338
1392,29,536,46,3673,486
926,29,1368,191,1864,310
3207,30,666,77,3023,379
1629,33,4566,488,1430,220
3397,35,480,59,214,29
1886,23,3263,254,2026,302
1182,27,2507,264,2024,211
764,29,1749,213,1026,168
1063,25,1356,113,6514,855
54,23,2860,348,401,60
2753,30,1827,249,4135,613
137,24,288,34,155,40
87,28,5652,834,308,48
2431,37,854,136,1307,198
482,27,4992,577,3719,471
1309,21,499,50,2374,413
460,33,3520,379,1692,177
720,29,2307,221,1309,143
4042,32,5302,735,528,98
1944,27,6805,821,765,112
1902,23,288,35,124,28
265,28,12073,2434,625,137
4200,29,5409,650,6400,882
3541,32,2341,264,2257,422
2271,33,396,54,1667,256
2791,30,2664,318,4902,669
1072,23,790,78,4448,919
861,24,8829,1520,1876,362
1946,36,6630,730,973,129
152,30,5192,918,3973,650
3340,26,2544,249,10425,1471
1276,25,736,83,2514,210
4222,24,3278,385,1080,122
1079,37,952,108,1666,229
3968,26,6330,738,5942,953
2304,26,1094,98,1131,113
1015,27,6912,1192,434,81
1277,27,876,118,6537,752
594,35,2727,319,4314,499
2788,38,3721,497,705,121
401,31,2345,308,7082,962
1824,39,4819,722,619,77
890,29,1346,158,1025,144
147,25,1371,287,380,86
1573,33,276,38,124,31
153,27,1003,136,201,33
1804,32,2623,343,1548,205
756,26,4688,400,465,87
751,28,1778,218,2264,307
2952,23,1742,202,427,54
2436,27,6486,484,816,122
814,28,8335,1248,2403,410
2324,24,432,65,4159,977
1086,30,8939,1268,534,70
102,31,1525,218,1171,210
963,34,4538,529,1160,174
3060,36,1906,216,4509,541
658,28,3399,457,2169,357
5260,20,801,88,4018,594
5413,34,2080,254,251,36
5003,30,2673,250,987,125
6103,24,3732,234,3152,328
5114,24,966,119,1591,256
3392,26,5759,737,609,91
1365,30,336,44,150,33
5846,30,5930,742,456,87
3303,28,823,104,9884,1434
3887,27,2848,386,264,53
2182,31,1328,150,3840,681
5117,26,7943,1005,1802,284
2122,22,3130,349,1133,149
2813,33,1104,150,5849,790
654,31,7689,838,892,109
5744,28,4017,460,606,70
5361,34,557,74,4867,667
3858,35,5803,647,1099,180
5500,25,8367,1277,746,116
4145,27,3665,326,694,86
5013,28,7003,1146,595,91
2409,32,984,122,1198,175
5229,31,3108,399,468,89
5686,28,4424,639,3517,550
4214,21,2642,411,2149,310
5615,17,773,72,6075,1033
5968,29,4561,533,1176,141
5290,46,2011,506,4310,1375
3885,34,338,42,154,33
5282,23,284,21,136,29
3988,24,1837,241,1280,170
5243,19,863,104,4021,522
3947,26,1061,97,4511,454
5009,31,3251,272,2562,235
1449,17,726,145,258,32
5517,34,2945,312,4235,675
3833,33,3287,446,2593,395
5698,36,1196,144,5398,509
5060,29,3149,403,4841,723
4101,23,4648,537,403,58
2350,29,4997,756,493,64
3845,37,380,54,260,55
2424,28,505,80,3247,526
6060,30,3764,498,5534,616
3630,33,2763,387,3537,573
3896,35,4766,642,1242,188
1628,30,1228,162,6340,623
4247,30,5164,459,756,74
2896,34,1844,265,1627,259
2416,30,4337,577,3101,354
368,15,5146,537,683,96
5576,32,2553,312,2721,346
4982,33,1397,208,226,53
3145,22,5280,585,4054,323
2003,25,4444,561,951,105
5132,25,2130,304,266,50
3515,22,9755,901,830,130
5926,23,4639,755,8132,1176
3489,33,2495,289,1939,336
4974,27,4265,604,2851,432
1178,34,3385,281,3959,463
2369,31,3013,395,579,90
4270,18,983,137,10816,1534
2425,36,1217,177,873,161
1578,28,285,26,136,25
815,21,2789,268,2713,259
3096,43,3010,472,6399,738
2902,42,7760,1431,643,125
3153,22,2847,291,4393,542
1577,30,1526,200,7651,1008
1866,22,282,26,127,24
609,28,4429,446,370,50
2094,35,521,60,2351,280
592,25,284,41,149,21
6124,27,471,61,2752,524
6015,31,1419,193,248,41
4848,38,475,54,2016,285
5799,29,1019,115,5264,855
2983,33,4376,519,2020,364
3536,23,3903,363,2668,333
2885,30,4891,666,4446,614
5300,18,10322,1359,8949,1203
5160,32,569,61,1032,172
3346,28,4616,541,800,124
5736,25,932,113,9125,1317
5739,28,522,62,3234,497
5966,27,757,109,8303,1356
4090,28,751,68,6175,847
5449,29,1582,185,3210,399
3711,29,2862,265,4010,465
5133,25,2494,313,1866,200
3478,35,3149,372,1787,235
3157,36,10237,1350,1418,238
1980,32,2131,307,244,57
5639,29,1654,164,3951,365
3737,32,2403,298,2938,319
5985,25,322,43,318,64
3706,28,6757,1042,941,142
3111,23,3413,317,5287,612
4301,22,4219,535,407,61
2802,32,1297,151,5085,732
5817,21,5332,761,4827,532
5583,37,3860,513,3246,492
3924,37,2163,268,3003,485
5759,22,5024,518,4290,579
5357,23,3488,405,470,56
6035,21,354,34,172,39
4020,36,5290,648,780,114
5725,27,1089,115,8847,1002
3440,35,2767,330,3213,400
5664,27,4187,593,1641,234
5158,22,282,28,149,29
5252,21,6776,1008,592,87
5710,24,3103,375,2075,301
4223,27,3277,437,2898,405
6115,18,2449,412,9964,1446
3101,27,4637,638,2515,342
5375,20,1766,174,3308,337
5082,32,571,68,3602,565
5573,23,5783,971,521,79
4279,26,2470,243,2356,289
2739,30,901,81,4081,472
5754,29,2575,316,4518,728
4312,25,3653,421,3734,346
5328,34,2419,294,1235,161
4151,28,2756,361,2849,471
4957,27,641,70,8924,995
1685,35,11157,1874,994,146
2892,34,483,45,1724,335
10,24,9646,1794,622,85
3008,31,282,28,141,33
6117,30,6526,846,1586,263
4091,31,6386,770,2792,487
5715,26,1250,156,8451,1129
3958,30,1306,155,282,56
3970,26,3641,419,3993,495
2801,28,1831,196,598,163
4300,28,3041,346,459,68
2768,34,2823,395,2525,374
3562,32,4029,407,1276,184
1913,22,6289,894,3218,496
5371,36,3103,327,2961,329
4880,36,1590,154,5324,644
3741,32,1106,133,7828,1074
2413,23,1431,167,1430,243
5047,14,2866,262,1026,149
1989,23,3439,657,3634,543
2439,36,3192,403,296,47
256,29,6619,1132,5270,978
5683,29,3091,462,2482,328
3986,23,2794,330,792,114
4991,16,6503,891,466,57
2127,27,1684,130,5273,432
6041,26,4041,577,768,134
3156,27,917,87,6694,838
5394,26,955,75,3718,361
4216,28,1787,175,1742,199
1696,29,719,174,408,132
4197,28,4550,497,1512,225
1080,40,2052,216,321,48
3734,26,646,57,3642,362
2828,30,876,107,1622,229
2277,35,1085,100,3414,365
130,23,4979,575,918,139
3906,25,1983,297,1412,194
1658,35,731,93,6549,1286
3712,26,3474,500,398,47
2432,31,1146,107,2335,275
2370,32,8145,1344,3757,550
2164,33,917,109,1738,236
701,31,399,54,299,72
5246,22,4463,540,377,61
5093,46,5969,890,833,146
2418,25,3137,379,4574,642
2016,30,7112,1381,4639,960
5724,22,1831,203,2501,366
3783,41,571,57,2418,373
5581,28,830,105,12931,1687
3805,23,2459,249,3391,401
4292,26,1239,179,12027,1469
1586,43,5676,922,617,89
3923,29,1791,269,1119,176
1610,27,7065,1657,468,107
5961,22,5073,736,9118,1455
4180,22,675,81,3129,391
5643,29,411,57,1797,294
4250,33,2845,434,2798,483
5734,31,1118,124,10005,1269
5104,14,2706,468,2724,566
3511,25,284,25,133,29
864,30,2499,412,6299,1146
3789,29,7271,1310,5217,993
1041,21,1015,124,4734,486
4072,28,2286,180,3368,343
1203,30,1887,266,8158,1380
4162,37,6091,615,426,65
2327,37,4098,419,406,65
2406,22,525,71,7439,990
925,31,1623,205,1977,294
4208,20,2881,525,3293,694
2331,30,853,77,4778,712
3465,23,725,101,5725,934
2216,35,1571,178,3973,611
2039,32,7592,1462,453,82
515,36,756,94,3670,713
2099,39,6841,735,521,95
315,30,1601,173,2268,342
