Illumicode,N,Mean GRN,Dev GRN,Mean RED,Dev RED
3314,26,1270,150,7952,1107
1553,30,633,78,4215,629
4217,25,2195,238,8154,1073
2893,25,2901,365,3792,528
4004,29,773,71,4638,708
1384,29,6515,884,1293,173
1272,41,4129,473,3626,461
778,34,557,81,322,62
2326,37,1048,213,11089,2676
66,24,1192,119,5868,836
2661,31,4177,602,409,79
1011,25,8190,1079,807,115
44,22,8428,1313,246,67
5154,18,312,32,166,30
3919,30,2980,309,2747,394
5250,35,3415,325,397,69
3704,37,504,55,3986,540
3937,25,913,101,6546,981
1790,24,1877,194,5459,465
3,25,5354,554,586,121
5221,28,1339,185,7667,1323
2964,22,4036,515,541,102
5588,33,965,121,1335,187
5958,22,3541,413,5073,603
5981,38,682,81,10553,1363
4022,29,2018,272,5470,926
5452,32,6057,553,4950,728
3977,26,3371,583,294,45
6099,17,6175,908,1380,212
3083,35,2995,390,5131,789
2990,36,3360,411,2989,402
1333,35,1732,183,7654,1088
5723,29,299,33,312,86
4111,26,3706,358,5595,698
5365,28,807,92,7113,978
3063,35,1068,140,4945,626
3089,16,4989,941,3445,615
2149,26,3725,458,3990,362
3972,21,11298,1365,646,84
1564,27,1172,148,749,101
5276,64,3043,1410,530,207
5834,33,8150,1262,1012,163
5241,24,6281,813,618,88
5910,22,6115,724,6805,905
5618,32,3393,382,3644,393
4255,25,744,68,8440,717
5548,24,3307,570,354,67
3498,30,631,75,3540,572
5244,27,1034,94,3858,651
5903,28,370,39,3130,465
6139,25,274,35,144,34
4952,32,4425,451,5637,527
5348,31,2794,301,4910,586
4198,35,10738,1775,1288,238
5960,27,720,90,2793,393
2954,36,10105,1753,761,146
5650,23,3129,301,2332,281
3888,32,485,58,1200,181
4038,24,4436,731,579,97
2232,31,3019,381,4071,567
5600,22,1521,129,1825,173
5025,23,2394,258,3798,365
6012,23,1350,127,3007,309
3295,35,3643,464,3988,625
4317,28,707,74,2538,272
1104,29,1911,158,1944,204
3985,25,1844,155,8085,921
2903,29,1890,232,574,60
5893,30,5614,619,3667,517
3105,26,3315,391,2126,290
6030,16,2846,316,313,60
3115,28,2169,244,7419,749
5444,28,1256,237,7471,1565
3049,27,5413,801,4646,597
4104,29,4370,670,680,121
1173,30,1554,186,218,44
3503,30,7664,909,3927,443
1595,30,1806,355,1057,248
5764,24,2872,322,2512,329
28,29,924,154,505,118
4283,29,542,57,2070,266
5854,33,3004,444,2814,434
6002,25,780,110,219,44
5291,25,3329,445,8871,1049
3354,23,5406,773,5843,802
5397,20,4225,448,5560,426
3393,28,4504,474,3119,414
5842,25,490,49,4547,601
5257,27,2455,305,3709,363
5935,29,3723,358,5161,701
5941,15,1447,133,1169,143
3001,22,5180,624,2910,446
5330,27,778,102,182,45
3495,34,4790,700,529,156
5982,27,3250,316,4992,671
4134,32,4156,572,514,74
6007,37,1818,228,1702,298
5140,30,4097,720,406,81
41,31,1842,192,2318,281
5632,22,878,117,6846,1327
5678,32,1631,268,641,116
3533,31,5433,543,583,81
5823,24,4308,448,440,69
4229,39,744,75,4823,556
5959,32,3206,350,4954,783
4219,23,497,59,6109,973
6059,20,3241,329,445,75
3871,29,1061,116,6712,922
1066,33,2621,213,497,82
5251,27,1106,146,2401,427
4156,30,1224,189,5545,674
4990,33,1405,152,1069,126
1753,26,1523,101,8506,889
5163,31,3123,440,1690,334
3377,25,2050,229,3857,596
5211,25,794,102,343,76
4290,32,2525,264,763,78
3930,32,6683,556,604,84
1390,34,6549,839,486,78
3933,34,1609,215,1288,227
2807,34,1080,137,2429,348
5524,32,4462,376,3264,318
3137,26,340,37,195,52
40,29,1088,144,4145,733
4057,26,801,82,5838,657
5468,23,1364,102,4930,754
3686,27,4826,878,453,102
5054,27,4499,427,291,49
1077,33,400,41,989,187
4016,22,2607,323,1631,283
2843,34,1061,148,3551,608
2934,35,3645,574,5856,1075
1969,33,878,131,5127,853
5510,27,3760,492,3170,344
4123,25,771,70,3668,518
5383,20,601,65,2555,338
3420,46,2962,376,3255,457
5898,25,7150,1053,532,59
4896,28,544,68,2031,318
4009,29,3957,508,635,113
1286,36,1257,144,676,87
5095,29,7382,1083,910,138
1938,31,612,55,2048,286
4106,26,3219,549,391,55
1038,40,504,55,3545,545
4165,31,1099,96,3990,412
1601,22,6889,847,4238,567
5511,24,710,95,2732,441
3619,27,3176,403,238,51
3338,23,4683,487,6950,892
2305,29,6877,961,4009,614
4157,21,3589,349,289,35
2254,19,846,117,1815,285
1599,27,1625,177,5285,470
740,32,2121,199,519,64
6038,33,647,73,1448,156
2916,32,5234,660,5226,696
1756,31,5491,1141,944,193
5816,27,4062,414,607,80
3929,36,958,109,10380,1342
2999,28,4802,588,644,99
3726,28,1041,147,1198,200
2205,32,1222,158,1517,263
4017,28,1233,109,1666,191
2755,29,2213,238,331,32
3222,30,755,115,1592,336
2144,32,1341,234,12893,2630
2252,32,1375,130,3185,327
261,28,2731,308,4090,551
3877,35,850,117,11119,1750
4206,35,3614,359,3332,418
1742,29,6854,1030,444,91
215,21,2633,214,3510,424
717,32,1667,237,459,75
1317,31,2936,368,1240,147
631,32,2759,334,1336,227
5379,24,7392,1548,424,81
3539,36,1840,279,2503,405
4876,26,1130,135,8555,1103
1864,26,331,38,164,33
5815,32,6736,712,1898,265
3158,37,4057,484,3170,433
5208,32,17724,2770,395,73
2976,29,5032,625,456,68
3632,34,2639,320,3200,484
4167,23,2993,345,1295,205
1170,29,771,71,3513,397
5784,23,5623,579,5113,614
4260,30,5013,635,3849,582
5240,26,289,31,148,25
2913,29,469,40,2231,340
6136,21,6531,934,772,111
3840,24,3752,401,1657,205
4230,25,8049,1338,1470,337
2760,32,567,59,7209,905
3676,33,950,96,1322,182
1604,31,5331,626,4147,576
1862,24,5802,792,413,49
3892,38,399,62,193,45
1382,38,2499,320,981,136
1711,22,1137,95,3899,449
721,30,800,106,3139,355
3936,29,2862,305,2122,275
2907,20,3099,370,3859,620
3879,30,6143,778,6130,1008
1306,27,286,30,139,23
2803,30,6284,1721,1523,442
984,38,4809,882,3263,622
1823,26,1684,191,1892,211
940,27,2672,265,1483,153
3019,32,640,98,2078,391
2890,36,4188,517,2993,471
4254,17,399,34,189,46
1341,19,2596,317,528,85
5088,33,817,62,6849,1040
2152,31,12458,2318,528,94
2204,31,2906,431,4127,701
430,39,3919,376,4484,515
526,27,337,52,142,29
427,20,659,62,5100,527
2087,26,3902,692,3824,647
933,26,2583,251,2211,251
4900,18,3394,285,4477,658
3144,30,3715,534,3357,643
5741,27,1673,211,217,41
2951,21,9826,882,724,101
6052,26,275,32,133,32
3482,33,844,116,5444,836
3007,33,4803,688,4184,634
2100,24,3818,451,712,72
3856,22,1361,144,5051,687
5268,23,2911,623,282,58
3648,27,1090,137,3306,523
5930,25,1866,234,5966,557
4863,24,4991,674,921,83
5679,31,3138,365,3574,386
3461,24,1375,129,1080,156
4069,25,6662,665,1353,206
2706,28,709,92,447,88
4951,23,3188,305,1003,175
1856,31,1169,176,3445,615
4851,29,897,163,4301,646
2680,38,7949,1304,759,112
1776,35,609,64,6079,770
6085,24,303,31,204,41
3965,31,1000,99,6845,907
5899,27,3396,443,447,83
3990,35,1214,153,4471,719
5851,36,996,104,4486,609
4019,31,1342,131,343,57
5169,26,979,137,635,111
2049,27,2054,238,1165,129
4068,30,4262,572,4648,558
4188,27,6836,826,636,99
2225,23,682,80,6930,949
4268,19,5904,635,3915,452
1087,31,1241,136,3205,446
4137,25,659,79,946,142
1190,27,386,42,1205,210
2995,27,4682,1173,10120,2678
2856,25,1391,150,2828,364
3038,27,5703,872,7736,1135
1312,26,8968,894,1265,193
913,38,324,28,175,40
3075,33,3117,371,3755,389
2143,22,1938,257,1252,152
4102,33,4956,681,544,56
2421,28,9239,1246,470,82
2818,29,3788,378,650,136
691,28,3271,296,336,41
1632,22,457,65,10582,1048
897,31,14677,2116,647,131
3045,35,5395,1032,6348,1116
1250,22,810,83,4582,521
3569,26,908,78,6522,693
1680,32,843,98,3829,511
3299,34,5776,653,959,167
2265,26,6862,943,2774,372
2019,28,3034,325,2190,278
1888,33,13349,3058,624,119
917,37,4195,432,393,67
2810,30,2101,273,283,44
162,31,3953,590,2427,329
1714,31,1735,205,6349,843
3931,35,1763,156,1647,220
1109,21,1628,178,4409,534
3479,33,1713,201,6719,898
1307,29,2785,257,1733,241
3814,37,5919,700,380,55
1191,23,1272,108,1270,142
1299,25,2013,297,2524,436
209,29,918,100,7211,715
1876,25,699,80,4986,840
614,31,1978,219,271,47
1623,30,5727,644,1938,268
2994,37,1054,120,6403,758
1786,37,9278,1133,582,96
905,23,5512,485,3952,508
3330,23,5282,680,2696,389
3315,29,4403,571,7723,1176
1060,35,1275,183,346,65
21,31,11099,2432,855,172
3908,27,7011,1497,4682,919
2534,32,450,47,3838,655
1682,29,681,97,2546,576
585,29,2736,388,416,73
5076,28,3955,498,445,49
2153,31,338,36,200,38
2458,30,6002,915,883,147
1003,27,5369,1568,15435,2698
1688,31,4118,455,6010,674
987,24,3517,544,3577,637
105,34,1753,359,367,75
5188,23,667,63,331,62
3995,22,601,70,2864,365
4166,28,1471,131,4715,608
1581,29,1205,130,1123,143
4227,24,1033,136,2591,333
1678,27,4650,382,1250,134
1377,32,1552,198,258,41
742,33,2562,306,2100,298
6021,32,312,35,141,33
4965,26,1044,86,10238,1145
3510,33,2496,321,2357,350
1088,30,2093,256,1760,218
6130,16,751,82,7492,786
4251,20,795,75,601,96
5853,26,1796,221,921,140
3375,26,3446,600,6162,1097
3878,26,520,54,3051,343
2155,34,2359,214,2717,322
4211,28,935,94,5460,593
2868,35,6374,965,1085,176
4116,24,1387,176,4489,676
2708,18,8078,1258,2661,353
2308,37,827,103,2161,377
731,30,396,51,1345,265
3718,35,5847,908,937,144
2797,30,2725,518,1497,368
2185,26,2576,259,1105,132
2322,34,3199,426,4664,685
103,32,2845,370,2264,385
1543,18,2881,241,5297,517
754,31,5408,486,3030,250
3881,29,750,87,3832,529
1340,31,11029,1251,885,162
2352,34,11712,1901,835,161
312,32,890,131,2952,566
2259,28,1389,209,15226,2445
331,29,7154,863,501,77
83,43,1455,210,3336,645
3725,29,6228,627,5427,593
2291,38,2019,211,2244,216
2901,20,600,113,2490,612
885,22,5649,709,780,104
5061,23,705,92,4332,725
2390,26,1035,144,3563,497
4262,25,1923,147,4854,433
1105,33,9903,2192,1175,274
2450,32,1960,229,7719,875
752,28,2001,165,1171,141
2347,29,945,104,3113,395
657,26,1556,188,4864,628
2298,24,738,52,1527,191
296,44,778,107,1295,264
96,23,398,39,187,45
67,21,2074,304,322,87
62,37,2742,370,3226,427
247,23,760,85,10569,1429
5943,32,586,84,25832,5562
4881,29,1149,127,269,54
4225,31,575,60,4038,643
1759,37,3130,394,1690,199
4144,29,1230,129,2801,213
1692,36,303,28,136,38
1775,34,4313,550,4047,535
895,25,7769,858,1460,244
5551,30,1918,226,3674,458
3349,20,450,45,215,21
4189,31,779,83,4086,547
1559,38,5489,652,1095,190
2,25,290,34,331,83
3435,30,2063,192,3490,422
5275,24,1707,188,1879,288
4297,27,8299,1077,2073,292
4224,30,1023,129,6047,1083
1596,25,5637,830,485,92
2658,25,826,100,5721,858
5044,20,818,111,6294,904
1241,26,2427,248,391,63
992,24,5440,711,1227,214
3077,22,2793,387,4065,663
1961,30,1859,380,1076,238
3996,33,2922,353,2776,332
2383,30,4696,433,5036,594
1145,28,1348,194,3207,494
51,27,5918,630,535,77
2415,20,1771,159,3583,573
5131,30,2941,316,3142,376
6062,26,3828,354,4504,584
4908,25,2682,407,806,158
4969,24,1139,138,6925,778
1222,22,634,46,5416,777
23,28,6901,865,550,62
3938,33,4050,522,6050,710
36,25,512,50,4005,539
4029,27,3807,580,5225,811
4997,23,2487,344,488,78
1267,29,5456,710,511,76
4234,28,4489,552,2868,381
2619,37,3278,346,3121,370
5735,28,3150,320,3535,458
5123,31,1406,179,979,144
5790,21,1341,152,11478,1040
3811,39,1474,222,463,91
6131,38,3619,619,2895,493
4065,28,2380,284,2176,340
3290,29,1822,138,4817,544
2170,23,7254,1583,8879,1506
3901,47,2298,288,3277,452
3625,31,2376,286,9885,1298
1836,38,4170,515,2411,409
4082,25,5473,691,1897,425
2707,25,8963,1478,699,109
2297,38,894,95,8631,1022
5285,27,1349,126,253,53
3517,34,4265,607,309,54
2787,33,1491,265,1679,293
2930,23,735,99,2664,331
1235,30,587,105,270,67
2166,25,486,54,821,132
119,28,2607,278,316,63
1270,34,607,90,775,153
134,35,286,25,135,30
3429,23,2714,285,2995,405
2738,36,4062,585,394,75
3992,29,4274,574,542,103
2192,31,400,46,2629,307
3824,25,6085,932,498,104
1950,22,1452,143,6117,895
2157,34,1186,137,5303,700
936,24,1095,142,6528,1008
2398,35,532,57,2187,274
101,26,4974,1019,434,86
1338,30,3733,489,848,135
338,33,330,36,163,38
3926,24,528,61,301,43
1851,26,6527,1279,367,57
1285,32,7429,728,1700,275
935,46,544,63,2914,396
1370,42,5300,954,310,52
263,27,9489,1389,621,108
775,34,1804,279,1883,293
4119,29,611,80,4684,551
1665,30,5267,791,301,54
1871,25,1579,214,1547,227
69,23,1406,185,2075,331
4002,24,701,69,9598,1456
1942,24,2428,359,3102,509
3448,26,844,91,9043,933
1954,25,2233,294,4419,630
2816,22,1415,233,191,37
2986,38,11146,1898,345,66
1931,27,4384,620,3270,616
122,30,2180,205,1943,230
1608,29,1466,146,428,66
1000,39,4495,611,3959,555
674,26,4575,582,2619,356
1700,20,784,102,8317,1166
976,30,12436,1844,448,57
2361,32,648,74,4831,710
969,34,3183,467,889,141
182,23,5343,650,406,77
692,29,2587,191,388,72
3347,29,4146,523,3980,600
1953,31,3989,516,5373,705
2316,29,17218,3256,581,129
1009,20,2845,239,467,90
3941,36,1297,136,10175,1345
1209,31,769,89,4313,718
3501,34,2811,338,2822,357
1550,31,1869,254,8109,1004
1331,44,1437,184,5008,716
743,23,1796,194,1079,133
2883,39,839,97,2102,314
822,31,7400,772,535,92
4204,28,2306,314,3126,506
1171,29,1596,159,1019,133
4235,33,4843,570,752,121
2320,40,4761,1062,7259,1486
3693,31,555,59,9405,1625
2137,28,2672,295,5990,872
2059,26,4334,845,3461,656
619,36,1074,132,3856,637
1462,39,2124,249,7453,1170
140,36,1210,158,6015,1002
2795,33,999,105,9084,1008
127,29,453,75,229,45
273,25,626,75,190,41
240,27,1243,152,11378,1756
2057,18,872,98,764,151
952,34,3759,666,768,129
2723,26,5633,924,6264,926
1001,25,1843,245,1588,169
1020,32,843,106,7725,1099
700,30,582,69,2146,275
501,27,6686,1353,16840,2467
1987,27,8829,1584,720,139
398,32,4524,662,4531,680
1951,32,1954,213,1411,166
278,29,11813,752,140,33
671,25,1935,233,2021,234
881,34,460,52,1992,365
3126,21,2332,310,3345,458
270,18,2489,220,6547,534
5626,29,7104,791,857,121
2926,41,3980,491,399,73
3066,22,3059,477,344,74
2190,21,3913,615,753,109
3057,27,1539,192,8398,1078
1768,26,980,93,5859,694
2584,28,939,81,2921,387
6082,24,633,65,1435,194
3294,33,1767,229,3852,476
4993,34,2383,284,1371,191
2024,26,11437,2984,1407,334
5625,26,1631,213,3478,415
5055,31,874,79,3835,423
5829,22,8615,1358,598,96
3975,19,6654,539,630,100
4977,33,4683,657,2781,388
1992,28,319,45,188,46
4125,30,7973,931,728,105
2729,32,2787,305,2579,299
3670,20,1693,148,3134,413
1730,26,375,39,890,121
2898,27,767,89,10523,1089
951,26,9194,1402,7235,1075
3125,34,7856,1214,804,167
2630,27,2452,267,401,64
3690,24,347,37,208,60
2789,29,1093,105,6844,791
1761,25,1360,190,7801,961
979,34,4732,548,373,69
1151,28,699,62,1874,193
601,30,1216,132,4781,500
5602,28,4424,493,3657,501
3160,41,534,50,7966,1017
4094,17,811,84,6301,781
2440,23,4348,528,1282,183
5768,26,1292,141,6574,933
3914,32,6410,1032,540,95
5342,12,850,117,4438,772
4278,28,2011,192,3506,304
4136,23,2572,277,2134,334
2195,28,619,51,6659,1011
3484,25,869,74,5592,839
5148,29,4766,539,850,104
3366,44,689,124,2622,436
5733,38,663,69,8573,1263
4012,30,850,96,3068,445
6125,32,662,77,2381,347
3828,30,765,100,5634,710
4086,33,659,73,4262,540
2311,25,630,67,3148,337
3910,20,5993,685,467,72
1895,36,1661,261,2548,349
4232,20,2579,352,2966,348
2853,38,904,140,1647,351
4061,32,860,110,7139,1359
2808,23,1101,123,5996,740
1078,28,2235,233,9517,1015
3942,29,666,69,4794,616
2732,33,345,43,192,45
4303,32,4312,618,400,77
2404,27,2007,188,629,82
2035,22,2440,156,7770,767
971,35,2590,314,1372,228
2296,34,8521,1281,13524,2333
110,28,440,66,569,124
3736,34,2536,286,2347,225
2698,32,818,79,3281,429
4209,26,682,47,8464,1083
3042,29,613,62,6875,1277
1265,37,2317,332,568,101
2117,28,1482,230,1003,174
682,36,6174,808,3271,590
2208,21,4489,540,502,76
887,20,584,72,5034,707
1838,23,1523,217,239,40
2050,36,3674,381,381,69
111,37,405,50,1071,154
5965,28,7794,1062,1468,237
3136,33,4634,582,2821,405
4074,33,484,42,1542,162
1565,26,937,140,5190,846
5176,22,628,57,3755,581
3497,20,3410,603,2378,306
5934,42,860,86,5780,683
5057,19,4947,514,9981,880
3284,27,830,94,6209,894
2180,31,1519,155,9022,1111
3802,34,11684,2280,9344,2137
2651,18,4799,662,1652,252
6048,32,4195,479,2613,291
4919,35,603,73,1745,248
5911,30,4465,437,4925,547
3561,33,2022,236,1808,245
5997,23,490,46,195,51
5069,30,2902,362,343,64
3030,27,3313,470,631,78
5037,33,3655,517,495,82
1070,25,477,91,209,48
1588,27,5580,807,391,71
4295,30,559,70,6323,933
2222,25,3576,544,3542,560
42,29,3801,589,6207,1205
4893,34,771,61,3845,365
5345,32,1925,194,352,51
3056,32,579,66,2403,353
5516,29,10291,1578,2567,296
4256,29,4423,639,3393,567
5350,30,2088,298,1387,221
1777,33,1373,150,3500,462
4183,29,4094,532,814,112
5056,18,1307,138,3289,357
2862,30,2238,304,6684,857
4826,34,2570,243,3096,380
1650,33,1673,269,5551,778
4265,32,6746,991,337,50
1248,39,4811,760,1444,248
5839,41,586,57,4866,590
2968,33,1597,137,7133,818
2358,25,2318,170,3466,329
3085,33,697,72,692,125
2281,30,736,94,8060,976
1375,33,813,97,3862,544
269,32,4525,680,658,88
3470,33,1187,153,3966,584
2257,29,711,112,7491,982
4285,24,4441,455,1003,106
2008,20,6608,637,2000,236
1772,23,4451,436,1032,141
747,34,720,87,5785,625
1789,26,7560,1400,492,67
186,21,9850,1601,692,128
453,23,1731,229,295,46
3087,31,2840,386,282,36
1746,19,1539,153,3985,318
4902,23,7509,924,634,94
2321,26,2087,248,1739,298
3777,26,1395,167,2397,364
2829,31,3312,366,745,126
1868,31,571,49,6918,921
75,35,1452,192,242,37
1255,24,4009,330,863,110
205,26,2910,570,6860,698
2329,26,4774,764,6975,1326
480,24,2624,483,477,91
3262,39,3671,430,6068,956
1873,27,726,95,1698,306
4944,27,424,41,1231,198
1097,22,12224,2164,609,108
3790,33,3750,387,1445,160
2794,26,2517,384,2174,303
5058,26,1301,170,9038,1380
2048,31,1118,125,4639,424
2160,26,5416,701,725,99
929,28,6651,982,347,53
2247,35,456,54,668,116
696,23,936,74,3376,435
2820,29,11529,2050,3200,766
581,32,1322,143,609,77
1044,26,931,86,8251,1216
1071,33,3578,511,4342,619
3493,31,9303,1055,856,166
300,26,6001,846,5683,843
3980,25,3790,575,5534,932
1908,35,3934,403,3094,407
1718,31,2543,283,3826,661
2980,34,362,50,360,97
2749,29,757,105,151,32
758,42,5312,707,963,142
172,29,1182,145,597,93
4305,24,701,55,2475,249
1337,31,1731,128,6893,627
2173,20,1007,100,5273,562
1037,30,526,57,10815,1647
4302,20,359,54,146,30
1765,31,371,53,183,43
4857,20,4144,441,390,56
1882,28,552,68,2920,383
1343,30,13536,2187,1870,381
1006,32,5896,1145,1611,358
2861,27,1779,200,259,50
901,27,7693,690,597,81
2184,32,6358,724,2427,288
1032,23,1259,134,2386,313
745,27,904,155,1035,196
2360,36,1676,257,3192,535
780,40,2229,230,1493,212
587,34,4971,1038,455,94
889,39,799,75,4501,500
991,26,559,49,1358,234
1229,42,839,102,8514,1082
5118,30,2120,167,443,63
2312,32,4871,853,2449,482
791,26,1899,291,3978,624
4087,30,1609,193,1437,247
2165,27,3878,436,1736,185
1562,29,419,42,1065,165
1099,30,866,83,6689,790
943,20,897,86,8678,1093
2318,33,2458,254,3494,492
629,28,4348,536,551,88
3841,26,935,109,4856,780
4928,25,591,61,1057,121
1110,26,5292,906,6700,1428
3870,27,1992,289,10624,1594
2799,25,1409,104,1063,104
3011,30,755,94,3517,356
1998,26,1012,117,2664,360
185,26,783,91,188,44
2021,26,1066,86,3488,319
839,25,792,91,1874,206
2831,32,1166,143,626,89
113,18,2772,244,3081,449
1741,39,628,69,7659,915
442,34,13650,2393,1685,291
975,32,276,42,146,35
2375,31,10723,1738,1211,181
950,26,3337,240,261,40
1634,24,6706,620,498,92
3640,32,651,95,2776,554
237,30,977,160,1799,422
759,29,683,70,2291,366
1262,19,8000,622,349,48
3481,30,378,34,1246,143
1055,25,1162,168,5836,949
341,32,999,148,5660,988
1142,25,5588,1127,657,126
210,31,1290,129,10185,1316
840,29,1565,248,1987,329
2095,40,658,80,1815,295
630,36,1024,111,3066,380
3608,29,3079,401,1718,274
1360,34,530,52,3251,579
1587,28,4472,376,2799,162
213,41,1238,168,1983,312
3695,29,1613,221,1391,253
3043,26,5891,617,670,105
1716,38,300,34,151,40
1269,28,730,73,4177,594
208,21,2067,276,4219,521
1887,31,5261,664,2575,423
844,43,1119,146,8355,1230
2988,24,439,51,800,131
2198,17,687,57,4118,694
2342,26,3667,440,501,77
3453,27,1037,218,5878,835
1339,33,610,55,1371,150
2863,36,1626,177,11010,1528
559,23,5646,692,2961,383
2832,25,323,36,206,40
949,29,928,99,958,140
1237,28,7874,1291,3765,650
206,28,2325,311,3723,667
4954,38,5459,578,1205,115
2721,33,5206,535,480,73
5022,26,1426,214,6107,947
2459,32,767,101,3154,391
4271,24,1693,198,6023,965
2833,24,2592,433,1177,232
4178,41,419,46,1304,201
2882,30,7209,1062,462,74
1439,33,1910,276,1087,182
2715,27,733,96,4639,978
912,30,446,89,249,59
1949,16,5917,785,436,75
648,39,5935,896,528,74
1124,26,1514,156,4610,523
234,21,3808,431,7376,889
2054,34,1893,237,2798,422
920,29,5852,760,4017,531
2910,30,1189,132,5702,642
623,29,462,49,2443,384
962,33,1607,180,4302,575
1780,28,858,122,2193,306
433,25,2571,408,255,52
1493,29,6259,803,900,161
859,27,2304,287,304,45
590,43,311,41,142,32
63,31,397,56,3310,772
2027,42,675,73,1875,287
220,28,5277,665,553,93
2091,19,4524,620,4096,703
5719,28,1500,168,5039,500
1985,30,1118,119,5000,705
121,37,621,73,3319,567
961,35,1593,183,317,52
781,24,2482,349,1405,213
2249,33,1831,430,676,153
329,43,6146,782,449,73
2017,24,2713,438,15359,2258
124,40,2511,339,5413,905
171,19,1995,268,3047,366
2029,37,1545,172,4363,463
807,27,2096,246,2123,268
1030,17,741,67,3999,519
958,36,10597,2035,1705,278
605,34,561,62,3200,362
61,28,3595,413,2612,448
800,34,641,108,3320,533
3804,22,4267,563,540,80
3864,30,352,52,200,46
4098,29,5393,1120,1828,328
